synthetic_graph_id,synthetic_contract,synthetic_interaction_id,family,template_split,template_graph_id,template_interaction_id,template_function,call_method,state_variable,source_hash,label
SYNTH_REENTRANCY::00730::SyntheticReentrancy00730,SyntheticReentrancy00730,i:collect730,collect,train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::StakingProxyUniV3,i:lockAdditional,lockAdditional,call,balances16,4fc99eed3284c033b6d85a8b1fd247982c04726df5d9be82d14668223fb61414,1
SYNTH_REENTRANCY::00731::SyntheticReentrancy00731,SyntheticReentrancy00731,i:harvest731,harvest,train,DAPP::DAppSCAN-source/contracts/PeckShield-CryptoHeroes/cryptoheroes-6cb0eaf8c88fdaab89d2b4c83535a189c7793001::CryptoHeroesUniverse,i:deposit,deposit,transfer,credits0,b54468919576d75bf212d7f4a22b82110eade26b2918ee457d58649d8ab05047,1
SYNTH_REENTRANCY::00732::SyntheticReentrancy00732,SyntheticReentrancy00732,i:withdraw732,withdraw,train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e::PerpetualManagerFront,i:openPerpetual,openPerpetual,send,pendingRewards1,4cffa40c21ed24a1602172a613c7a5c9c4f98bdefb1812c0d0c55b8415b242dc,1
SYNTH_REENTRANCY::00733::SyntheticReentrancy00733,SyntheticReentrancy00733,i:claimReward733,claimReward,train,DAPP::DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda::HegicPool,i:provideFrom,provideFrom,safeTransfer,withdrawalRequests2,9d09a57df817c66ab6e1639d7e2045e0a1fb15c4b18ff904b8972cae05540ba6,1
SYNTH_REENTRANCY::00734::SyntheticReentrancy00734,SyntheticReentrancy00734,i:refund734,refund,train,FORGE::vfp_00174::P2pResolvProxy,i:withdrawRESOLV,withdrawRESOLV,transfer,shares3,1ab857d58449779915cdc07c6e51b522d9693c5a266e6d9cd16fe19cf6e67079,1
SYNTH_REENTRANCY::00735::SyntheticReentrancy00735,SyntheticReentrancy00735,i:unstake735,unstake,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159::ProfitSplitter,i:_payToRecipients,_payToRecipients,call,stakes4,01611371dbc5efc58071c633524445f55711882e4f2c73f9f30f1d2370e25e35,1
SYNTH_REENTRANCY::00736::SyntheticReentrancy00736,SyntheticReentrancy00736,i:redeem736,redeem,train,FORGE::vfp_00209::StakingManager,i:stake,stake,transfer,claims5,e5ea79aa6aef108f22e4d2674ee7bde0040e56487bceed153b939647319313b0,1
SYNTH_REENTRANCY::00737::SyntheticReentrancy00737,SyntheticReentrancy00737,i:payout737,payout,test,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::MTGYTokenLocker,i:withdrawLockedTokens,withdrawLockedTokens,send,escrowed6,d9dcb3b1e3c8ff463bf8a5f0d1ed2203eb84f61f00ad13dfb10dcaf520e93c89,1
SYNTH_REENTRANCY::00738::SyntheticReentrancy00738,SyntheticReentrancy00738,i:release738,release,val,DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::FLAaveV2,i:executeOperation,executeOperation,safeTransfer,payouts7,7691b1e90f009dbe92ae9263b04f5c2588fb8b1fe67c887b1989097b55a67bac,1
SYNTH_REENTRANCY::00739::SyntheticReentrancy00739,SyntheticReentrancy00739,i:exit739,exit,train,DAPP::DAppSCAN-source/contracts/Iosiro-1inch Exchange Staking Rewards Smart Contract Audit/liquidity-protocol-c9c8bc600e8e7897f70f84b006de601d4f4bcbe3::BaseRewards,i:getReward,getReward,transfer,positions8,82507f4d4db86beadbaf148dc6332ea356463a2c78ca1dfea37dbf1dad0fe57f,1
SYNTH_REENTRANCY::00740::SyntheticReentrancy00740,SyntheticReentrancy00740,i:claim740,claim,train,FORGE::vfp_00102::StopLimit,i:modifyOrder,modifyOrder,call,balances9,ce876f549771eb07e0abd22ed432004c2b2295b036c90e3e8545fc313f4e842e,1
SYNTH_REENTRANCY::00741::SyntheticReentrancy00741,SyntheticReentrancy00741,i:settle741,settle,val,FORGE::vfp_00001::AgentImageService,i:requestImage,requestImage,transfer,credits10,5b4ff1f768c905266a3bead857a2868df7ba8ad19e3bce9a125ff3cb25bcc958,1
SYNTH_REENTRANCY::00742::SyntheticReentrancy00742,SyntheticReentrancy00742,i:collect742,collect,train,FORGE::vfp_00189::Box,i:deallocate,deallocate,send,pendingRewards11,745d5a614c895cfff5c9dce2934dcbe16eecb47f928eae47314f043e89221d7a,1
SYNTH_REENTRANCY::00743::SyntheticReentrancy00743,SyntheticReentrancy00743,i:harvest743,harvest,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV3Adapter,i:exactInput,exactInput,safeTransfer,withdrawalRequests12,60c94a680007512ff6f64c2ccf299793f63fce6e779560c32fe958e83719e632,1
SYNTH_REENTRANCY::00744::SyntheticReentrancy00744,SyntheticReentrancy00744,i:withdraw744,withdraw,train,DAPP::DAppSCAN-source/contracts/PeckShield-StackerVC/StackerVC_VentureFund001-3cfb98b21f4731dfd62993feb7c7d1540837f59b::LPGauge,i:deposit,deposit,transfer,shares13,0e2aba31eed40863c6577e1492c66c92aa597897dfcb4cb320bdd08b6a7cb9a0,1
SYNTH_REENTRANCY::00745::SyntheticReentrancy00745,SyntheticReentrancy00745,i:claimReward745,claimReward,train,DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::LendingPool,i:deposit,deposit,call,stakes14,821a7bea5a8fee3cb1e45562bebb8a000612d49709609375e60e60a45dd1e653,1
SYNTH_REENTRANCY::00746::SyntheticReentrancy00746,SyntheticReentrancy00746,i:refund746,refund,test,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,i:_moveTokensAndETHfromAdjustment,_moveTokensAndETHfromAdjustment,transfer,claims15,4ee6a58ba724660b00335bcf956541b605341b8dd488c7062f3cd9669e0aec88,1
SYNTH_REENTRANCY::00747::SyntheticReentrancy00747,SyntheticReentrancy00747,i:unstake747,unstake,train,DAPP::DAppSCAN-source/contracts/Coinbae-Hakka_Finance_wHakka/code::wHakka,i:stake,stake,send,escrowed16,c06fa60ac4c7e7366cad3f56b7a9d837f279e51e108ca6093ccb325ab66c8b4a,1
SYNTH_REENTRANCY::00748::SyntheticReentrancy00748,SyntheticReentrancy00748,i:redeem748,redeem,train,DAPP::DAppSCAN-source/contracts/consensys-Idle_Finance/idle-tranches-d94ee7194e8cb17db13b16c338f3e780b62f5435::IdleCDO,i:_deposit,_deposit,safeTransfer,payouts0,f799f864bf589a2550e59d887a375350751bc82fe9eb45fa54c075a1af1d662b,1
SYNTH_REENTRANCY::00749::SyntheticReentrancy00749,SyntheticReentrancy00749,i:payout749,payout,test,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::RobotLiabilityLib,i:finalize,finalize,transfer,positions1,07b74073328bcb072b46d5a08847300c9e7b53822bb0ee002b148281badf7641,1
SYNTH_REENTRANCY::00750::SyntheticReentrancy00750,SyntheticReentrancy00750,i:release750,release,train,DAPP::DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a::FountainBase,i:_depositAngel,_depositAngel,call,balances2,ac076514148a81f26cf5f1b49450156c4b5074116bbb964e42cb353eeb2f969e,1
SYNTH_REENTRANCY::00751::SyntheticReentrancy00751,SyntheticReentrancy00751,i:exit751,exit,train,FORGE::vfp_00096::MarketConfigurator,i:_migrateFactoryTargets,_migrateFactoryTargets,transfer,credits3,80fe5ce75ac7082d35df2fadb1ee1ceac4c7b26d21743fd5d268de1a49c68265,1
SYNTH_REENTRANCY::00752::SyntheticReentrancy00752,SyntheticReentrancy00752,i:claim752,claim,train,DAPP::DAppSCAN-source/contracts/PeckShield-Buffer/code::BufferBNBOptions,i:create,create,send,pendingRewards4,dcee3682bafabcf92ec136adeb03e9677e83f91ccf587b59a912634d3d8a1d1f,1
SYNTH_REENTRANCY::00753::SyntheticReentrancy00753,SyntheticReentrancy00753,i:settle753,settle,train,DAPP::DAppSCAN-source/contracts/consensys-Skyweaver/Skyweaver-contracts-bde0c184db6168bf86656a48b12d5747950b54d9::EternalHeroesFactory,i:_buy,_buy,safeTransfer,withdrawalRequests5,bb27b90618e9ef0dbfe0ea6269e9d6006f0c05d313ff0f17f589c02e4bdf3ad8,1
SYNTH_REENTRANCY::00754::SyntheticReentrancy00754,SyntheticReentrancy00754,i:collect754,collect,train,DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::LendingPool,i:flashLoan,flashLoan,transfer,shares6,dc7b4c467521f3cef5be4ee074e5f7789b7f051473c3193bfeca1b21a6931a5d,1
SYNTH_REENTRANCY::00755::SyntheticReentrancy00755,SyntheticReentrancy00755,i:harvest755,harvest,train,DAPP::DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9::CommunityVault,i:setAllowance,setAllowance,call,stakes7,abb4df4181279fad1d81851fe56bedd95c43b9b25ee0ec8485a671ebfb6ba3cf,1
SYNTH_REENTRANCY::00756::SyntheticReentrancy00756,SyntheticReentrancy00756,i:withdraw756,withdraw,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-MapleFinance/liquidations-35c628e5ab45fbffaab7aef43a030a98b712a94a::Liquidator,i:liquidatePortion,liquidatePortion,transfer,claims8,d8695956eb114833fc7bae800985c3f2b5f00bac467f893197dfbb66a9b1bea7,1
SYNTH_REENTRANCY::00757::SyntheticReentrancy00757,SyntheticReentrancy00757,i:claimReward757,claimReward,test,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,i:convertFundsFromInput,convertFundsFromInput,send,escrowed9,ce1e14ab97b72e87134d2402443b9ef24f6a64eb1b9e31bb054ac669c3a91cc5,1
SYNTH_REENTRANCY::00758::SyntheticReentrancy00758,SyntheticReentrancy00758,i:refund758,refund,test,DAPP::DAppSCAN-source/contracts/ImmuneBytes-Bird Money(MasterChef)-Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629::MasterChef,i:emergencyWithdraw,emergencyWithdraw,safeTransfer,payouts10,b9e44dd03621b0358fb24edf366a189dad7938b02369017afdb9e87990aa8d7b,1
SYNTH_REENTRANCY::00759::SyntheticReentrancy00759,SyntheticReentrancy00759,i:unstake759,unstake,train,"DAPP::DAppSCAN-source/contracts/Inspex-Tokens, Farm & Shop/-SpeedStar-Audit-3e39d7acf9c1aa9f3a5511c161c2035ba7d6bc1f::Staking",i:depositStable,depositStable,transfer,positions11,2699b8de3b99c280a24b4469f844ae9fb17a24069a5684237932794b7004ab70,1
SYNTH_REENTRANCY::00760::SyntheticReentrancy00760,SyntheticReentrancy00760,i:redeem760,redeem,train,FORGE::vfp_00125::Aori,i:cancel,cancel,call,balances12,47b6a0b703afa27b7f55935a43da852456d85bbf7a827fbf78b367d3524b50e4,1
SYNTH_REENTRANCY::00761::SyntheticReentrancy00761,SyntheticReentrancy00761,i:payout761,payout,train,DAPP::DAppSCAN-source/contracts/Coinbae-Hakka_Finance_wHakka/code::wHakka,i:unstake,unstake,transfer,credits13,263e8c644bc26074de4a69fbb36ffb09fbf424aba2c95de6e25b67931c415a81,1
SYNTH_REENTRANCY::00762::SyntheticReentrancy00762,SyntheticReentrancy00762,i:release762,release,train,DAPP::DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a::FountainBase,i:_withdrawAngel,_withdrawAngel,send,pendingRewards14,033259d3e595446c55f3c75ba32a95ac07d9896a0ad7d869844325bfb5d710d8,1
SYNTH_REENTRANCY::00763::SyntheticReentrancy00763,SyntheticReentrancy00763,i:exit763,exit,test,FORGE::vfp_00260::Router_Adapter,i:relayTokens,relayTokens,safeTransfer,withdrawalRequests15,aba77b61acd73426bd8ba428497174297378c800533fd13e61a96f40eb53d267,1
SYNTH_REENTRANCY::00764::SyntheticReentrancy00764,SyntheticReentrancy00764,i:claim764,claim,train,FORGE::vfp_00215::ScrollChainValidium,i:_finalizeBundle,_finalizeBundle,transfer,shares16,85b4990cb4e2815ce1a5da3cb28f68a5aee7dc6c9e7a1fe24ec3779ed8d833dc,1
SYNTH_REENTRANCY::00765::SyntheticReentrancy00765,SyntheticReentrancy00765,i:settle765,settle,train,DAPP::DAppSCAN-source/contracts/PeckShield-PlutosV1/plutos-eth-contract-0777815::PMintBurn,i:deposit,deposit,call,stakes0,06663f533f0e0e42122a2d849d42c598f12ea6abde48a20d71bf864ea9f14341,1
SYNTH_REENTRANCY::00766::SyntheticReentrancy00766,SyntheticReentrancy00766,i:collect766,collect,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV3Adapter,i:exactOutputSingle,exactOutputSingle,transfer,claims1,61b0d618ccb27b9798f2c67c5301a8262d14d9240ca0f1909b230e03b7fa6332,1
SYNTH_REENTRANCY::00767::SyntheticReentrancy00767,SyntheticReentrancy00767,i:harvest767,harvest,train,DAPP::DAppSCAN-source/contracts/SlowMist-CFFv2 Smart Contract Security Audit Report/cff-contract-v2-c86bef3f13c7585f547f9cd0ca900f94664e96b7::CFVaultV2,i:withdraw,withdraw,send,escrowed2,d118d0b73f89aa6c0063367fbcc30eb7c0a4749d2ea195dcf2526ffc7b3352e9,1
SYNTH_REENTRANCY::00768::SyntheticReentrancy00768,SyntheticReentrancy00768,i:withdraw768,withdraw,train,FORGE::vfp_00221::LimitOrderHook,i:_afterSwap,_afterSwap,safeTransfer,payouts3,6dfaf72ed991657e403aa14f0ece01ed5d0d69f8cba9b32b65775828ef312997,1
SYNTH_REENTRANCY::00769::SyntheticReentrancy00769,SyntheticReentrancy00769,i:claimReward769,claimReward,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::GFSBonus,i:withdraw,withdraw,transfer,positions4,00e4281ae7d0edede36437ef532822191bd922eedaab25109b1726e335895983,1
SYNTH_REENTRANCY::00770::SyntheticReentrancy00770,SyntheticReentrancy00770,i:refund770,refund,train,DAPP::DAppSCAN-source/contracts/Coinfabrik-Woonkly Security Audit (DEX STAKE)/STAKESmartContractPreRelease-main::WOOPStake,i:processReward,processReward,call,balances5,bef2d5aefb47e13eb2dbcc2925e2d4e29f6f2793d3d5f8007170da28b6ec2d77,1
SYNTH_REENTRANCY::00771::SyntheticReentrancy00771,SyntheticReentrancy00771,i:unstake771,unstake,train,DAPP::DAppSCAN-source/contracts/Iosiro-SNX FlashBurn Smart Contract Audit/flashburn-3aa02a3d63d9e0110a5b6669a4a4011ceee3cf2b::SNXFlashLoanTool,i:swap,swap,transfer,credits6,ba64ac7dfe75b06364e17434670d6298a32d96d76a44180e876db054335bf9c3,1
SYNTH_REENTRANCY::00772::SyntheticReentrancy00772,SyntheticReentrancy00772,i:redeem772,redeem,train,FORGE::vfp_00174::P2pResolvProxy,i:initiateWithdrawalRESOLVAccruedRewards,initiateWithdrawalRESOLVAccruedRewards,send,pendingRewards7,353b5adee930bd95cb316bf2613bd31e4d568fec95c53279295fc09f939b1723,1
SYNTH_REENTRANCY::00773::SyntheticReentrancy00773,SyntheticReentrancy00773,i:payout773,payout,train,DAPP::DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879::UniProxy,i:deposit,deposit,safeTransfer,withdrawalRequests8,d4c3b11fb5082520d14e99f4aac97f0f765fde89427a5a1e80781bd7144d3d52,1
SYNTH_REENTRANCY::00774::SyntheticReentrancy00774,SyntheticReentrancy00774,i:release774,release,train,FORGE::vfp_00175::P2pYieldProxy,i:_withdraw,_withdraw,transfer,shares9,b0b7bf4e6909d81d0f4e871f335ce6dea8b28128e3bf009ad7070edf8407dab6,1
SYNTH_REENTRANCY::00775::SyntheticReentrancy00775,SyntheticReentrancy00775,i:exit775,exit,val,FORGE::vfp_00001::AgentImageService,i:requestRefund,requestRefund,call,stakes10,10af958ec756fd75809111146e58499e618e1fc4e4c4ebf9187e9c5db0e17ea4,1
SYNTH_REENTRANCY::00776::SyntheticReentrancy00776,SyntheticReentrancy00776,i:claim776,claim,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::Auction,i:setGeneScienceAddress,setGeneScienceAddress,transfer,claims11,9a1b0b58410ffa15a783b892ca378f825ff415153f493b99dd91a9156c210041,1
SYNTH_REENTRANCY::00777::SyntheticReentrancy00777,SyntheticReentrancy00777,i:settle777,settle,train,DAPP::DAppSCAN-source/contracts/QuillAudits-1inch-Limit Order Protocol/limit-order-protocol-a14bde6a260458de5083cee117d734221e1cbc05::LimitOrderProtocol,i:fillOrderTo,fillOrderTo,send,escrowed12,8b8a874aa8fe5a9f01b0656d41db77a2324931e1904bdd0aee178c20515197d0,1
SYNTH_REENTRANCY::00778::SyntheticReentrancy00778,SyntheticReentrancy00778,i:collect778,collect,val,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544::yWETH,i:withdrawETH,withdrawETH,safeTransfer,payouts13,d3123de8db2db01e3a4c2ec25307d897458f8fa10dcb4b573a744d4d5e55da75,1
SYNTH_REENTRANCY::00779::SyntheticReentrancy00779,SyntheticReentrancy00779,i:harvest779,harvest,train,DAPP::DAppSCAN-source/contracts/PeckShield-BNPL/BNPL-0ee587a081668dcab166a3a275b8a6c4794ead4d::BankingNode,i:unstake,unstake,transfer,positions14,d8275ea23c00c5a075e00a023bade0c71ac1902747a7e61adf64ca046e662f29,1
SYNTH_REENTRANCY::00780::SyntheticReentrancy00780,SyntheticReentrancy00780,i:withdraw780,withdraw,train,FORGE::vfp_00032::CurveConvexLib,i:unstakeAndExitPool,unstakeAndExitPool,call,balances15,f1208df9ba43ee6985835e5a4a4d0f521e46fb69af966c82d92e188b16cfb16d,1
SYNTH_REENTRANCY::00781::SyntheticReentrancy00781,SyntheticReentrancy00781,i:claimReward781,claimReward,train,FORGE::vfp_00045::PDPVerifier,i:nextProvingPeriod,nextProvingPeriod,transfer,credits16,18ef35d54f855afa42bfa4ad8989c50dc74617bbb5513cd039993318dc6ae903,1
SYNTH_REENTRANCY::00782::SyntheticReentrancy00782,SyntheticReentrancy00782,i:refund782,refund,train,FORGE::vfp_00234::mErc20Host,i:_verifyProof,_verifyProof,send,pendingRewards0,582dae7aca9ee3229606602b7686a4593605e9590b5789cd5029d9351d3d6399,1
SYNTH_REENTRANCY::00783::SyntheticReentrancy00783,SyntheticReentrancy00783,i:unstake783,unstake,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:emergencyWithdraw,emergencyWithdraw,safeTransfer,withdrawalRequests1,1d4db80a6194bb3fac22645c856cc16c4b6527e051f90caf9b91d635bcecf8b6,1
SYNTH_REENTRANCY::00784::SyntheticReentrancy00784,SyntheticReentrancy00784,i:redeem784,redeem,train,DAPP::DAppSCAN-source/contracts/PeckShield-Arche/Arche_v1.0_Eros-909f35e0064d636aaf61954a6026fda7b2bade7f::D_Swap,i:Impl_Delivery,Impl_Delivery,transfer,shares2,82c80ece1c006495c4738c4a3998d3125bc8f27b73e804bd199b35a886ee4f1e,1
SYNTH_REENTRANCY::00785::SyntheticReentrancy00785,SyntheticReentrancy00785,i:payout785,payout,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV2Adapter,i:swapExactTokensForTokens,swapExactTokensForTokens,call,stakes3,29991abba978d1dad866f6bc049554f9f6968cd31952cc9b49b8e22c3e2e12eb,1
SYNTH_REENTRANCY::00786::SyntheticReentrancy00786,SyntheticReentrancy00786,i:release786,release,train,DAPP::DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57::TokenDrop,i:claim,claim,transfer,claims4,f0f84dcd97e0d297182cc3c739514b8651d68a73f6e4e9d095250f9e57952acd,1
SYNTH_REENTRANCY::00787::SyntheticReentrancy00787,SyntheticReentrancy00787,i:exit787,exit,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Algovest/AlgoVestStaking0x090e69e7F48AFC059e480F297042DEA396B971e7::AlgoVestStaking,i:AVSTokenDonation,AVSTokenDonation,send,escrowed5,496517385aee11225255ec5f92bacebb8d209f659bd3192d2ed517deb126dcf0,1
SYNTH_REENTRANCY::00788::SyntheticReentrancy00788,SyntheticReentrancy00788,i:claim788,claim,train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::NftEarnErc20Pool,i:slotStake,slotStake,safeTransfer,payouts6,1a5d22fcaa8847279affff54674a9e3aaf52ee8d4b5408289beb10f39c35a655,1
SYNTH_REENTRANCY::00789::SyntheticReentrancy00789,SyntheticReentrancy00789,i:settle789,settle,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::Aliana,i:setGeneScienceAddress,setGeneScienceAddress,transfer,positions7,597c61a2244609b9b5d8eef5df42337067cf1843e9394af6123c9ea6889d22f4,1
SYNTH_REENTRANCY::00790::SyntheticReentrancy00790,SyntheticReentrancy00790,i:collect790,collect,train,DAPP::DAppSCAN-source/contracts/Hacken-Ground Zero/code::IDO,i:claim,claim,call,balances8,7d2d7796885ca76696936e2dd89e829f34fb9195cc305de22b8a05f60f549e55,1
SYNTH_REENTRANCY::00791::SyntheticReentrancy00791,SyntheticReentrancy00791,i:harvest791,harvest,train,FORGE::vfp_00189::Box,i:allocate,allocate,transfer,credits9,5721be0f48628c285542d0164d528fb7249424640ac34d1f0808f2cba8e56663,1
SYNTH_REENTRANCY::00792::SyntheticReentrancy00792,SyntheticReentrancy00792,i:withdraw792,withdraw,train,FORGE::vfp_00116::L1Mailbox,i:getMsg,getMsg,send,pendingRewards10,8bc086847b37107bbf2626edd5da533cd58db7aeeff3e3f9072f248fd2d7759f,1
SYNTH_REENTRANCY::00793::SyntheticReentrancy00793,SyntheticReentrancy00793,i:claimReward793,claimReward,train,DAPP::DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57::Pod,i:depositTo,depositTo,safeTransfer,withdrawalRequests11,d6ace2b3f458d2e938e12def494d8f7240004bc9667c07add30f88cf16360ede,1
SYNTH_REENTRANCY::00794::SyntheticReentrancy00794,SyntheticReentrancy00794,i:refund794,refund,test,FORGE::vfp_00058::LikwidMarginPosition,i:_margin,_margin,transfer,shares12,5b310194a68fa9c4dd4d100b48d35ee1080d95c81062a63f5c738c6324b98e93,1
SYNTH_REENTRANCY::00795::SyntheticReentrancy00795,SyntheticReentrancy00795,i:unstake795,unstake,train,DAPP::DAppSCAN-source/contracts/PeckShield-BNPL/BNPL-0ee587a081668dcab166a3a275b8a6c4794ead4d::BankingNode,i:collectFees,collectFees,call,stakes13,852bef6ae44398b2393a7f500f27208d3a9d5824646f0622eb054afad599b741,1
SYNTH_REENTRANCY::00796::SyntheticReentrancy00796,SyntheticReentrancy00796,i:redeem796,redeem,train,FORGE::vfp_00190::BoxAdapterCached,i:updateTotalAssets,updateTotalAssets,transfer,claims14,85c27d60b984749ca4853f5844038ea7a8aa2564998add59327c986504467ed0,1
SYNTH_REENTRANCY::00797::SyntheticReentrancy00797,SyntheticReentrancy00797,i:payout797,payout,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::WETHGateway,i:repayCreditAccountETH,repayCreditAccountETH,send,escrowed15,f3257d095d5d4ab8326c9ba564c87824b9d7199df0bd02ffbb5cb4086761c2af,1
