severity,issue,split,graph_id,source,project,contract,function,label,vulnerability_type,file,line,source_hash,state_count,external_call_count,external_methods,example_call,details
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,FORGE::vfp_00153::PolygonStrategy,FORGE,vfp_00153,PolygonStrategy,unbond,1,Front-running / Tx Order (SWC-114),PolygonStrategy.sol,PolygonStrategy.sol::unbond,17b62b75ba8dcc98,5,6,balanceOf|getTotalDeposits|getPrincipalDeposits|withdrawRewards|unbond|balanceOf,token.balanceOf(address(this)),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,train,FORGE::vfp_00116::L1Mailbox,FORGE,vfp_00116,L1Mailbox,relayMsgWithProof,0,,,,5fca947f094f95df,1,2,getL2MsgRoot|call,IRollup(rollup).getL2MsgRoot(proof_.batchIndex),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,FORGE::vfp_00116::L1Mailbox,FORGE,vfp_00116,L1Mailbox,withdrawDepositFee,0,,,,39bffaee7f708d3b,1,1,call,"_target.call{value : _amount}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,FORGE::vfp_00116::L2Mailbox,FORGE,vfp_00116,L2Mailbox,relayMsg,0,,,,6a2e689fc9e6577b,1,1,call,target_.call{value : value_}(msg_),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,FORGE::vfp_00116::L1ETHBridge,FORGE,vfp_00116,L1ETHBridge,finalizeWithdraw,0,,,,00514f2eedb7a01f,1,1,call,"to_.call{value: amount_}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,FORGE::vfp_00045::PDPVerifier,FORGE,vfp_00045,PDPVerifier,burnFee,0,,,,73efa7a91bb3d269,1,1,call,"BURN_ACTOR.call{value: amount}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,FORGE::vfp_00045::PDPVerifier,FORGE,vfp_00045,PDPVerifier,getRandomness,0,,,,88583e25b5ceb2bf,1,1,staticcall,RANDOMNESS_PRECOMPILE.staticcall(abi.encodePacked(epoch)),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,FORGE::vfp_00186::MerkleDistributor,FORGE,vfp_00186,MerkleDistributor,claim,1,Front-running / Tx Order (SWC-114),MerkleDistributor.sol,MerkleDistributor.sol::claim#61,af7307ef6c63a3bc,1,1,safeTransfer,"IERC20(tokens[i]).safeTransfer(account, amounts[i])","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,train,FORGE::vfp_00126::SpokePool,FORGE,vfp_00126,SpokePool,_transferViaOFT,0,,,,c23157302cc9800a,3,3,quoteSend|forceApprove|send,"_messenger.quoteSend(sendParam, false)",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,FORGE::vfp_00288::DelegationMetaSwapAdapter,FORGE,vfp_00288,DelegationMetaSwapAdapter,swapTokens,1,Front-running / Tx Order (SWC-114),src/helpers/DelegationMetaSwapAdapter.sol,src/helpers/DelegationMetaSwapAdapter.sol::swapTokens#280-317; src/helpers/DelegationMetaSwapAdapter.sol#481-499; metaSwap::swap,1251ed0c0a868470,1,3,allowance|safeIncreaseAllowance|swap,"_tokenFrom.allowance(address(this), address(metaSwap))","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,FORGE::vfp_00181::BaseCustomAccounting,FORGE,vfp_00181,BaseCustomAccounting,addLiquidity,1,Front-running / Tx Order (SWC-114),BaseCustomAccounting.sol,BaseCustomAccounting.sol::addLiquidity#132; BaseCustomAccounting.sol::removeLiquidity#151-162; BaseCustomAccounting.sol#199,99fe550e1aebc859,1,4,getSlot0|toId|isAddressZero|transfer,poolManager.getSlot0(poolKey.toId()),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,FORGE::vfp_00181::BaseCustomAccounting,FORGE,vfp_00181,BaseCustomAccounting,removeLiquidity,1,Front-running / Tx Order (SWC-114),BaseCustomAccounting.sol,BaseCustomAccounting.sol::addLiquidity#132; BaseCustomAccounting.sol::removeLiquidity#151-162; BaseCustomAccounting.sol#199,b2fbeeb906932718,1,4,getSlot0|toId|amount0|amount1,poolManager.getSlot0(poolKey.toId()),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,FORGE::vfp_00161::ChainCfg,FORGE,vfp_00161,ChainCfg,set_config,1,Front-running / Tx Order (SWC-114),sys_chaincfg.sol,sys_chaincfg.sol::get_config#40; sys_chaincfg.sol::get_configs#52; sys_chaincfg.sol::set_config#74,d4eeaa7ae6c343e6,1,4,pop|push|push|push,configCps.pop(),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-UniswapV3Core/v3-core-99223f33fd69a9e024f00bd8eea17b029d3f8f2d::UniswapV3Pool,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-UniswapV3Core/v3-core-99223f33fd69a9e024f00bd8eea17b029d3f8f2d,UniswapV3Pool,initialize,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Trail_of_Bits-UniswapV3Core/v3-core-99223f33fd69a9e024f00bd8eea17b029d3f8f2d/contracts/UniswapV3Pool.sol,L195 - L213,cc8aaae7829cb1a8,2,2,getTickAtSqrtRatio|initialize,TickMath.getTickAtSqrtRatio(sqrtPriceX96),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::Timelock,DAPP,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90,Timelock,execute,0,,,,8b3365be69726ebb,2,1,call,targets[i].call(calldatas[i]),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::ComboOracle,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,ComboOracle,getTokenPrice,0,,,,399fd9ff2ad531aa,3,2,latestRoundData|staticcall,AggregatorV3Interface(thisTokenInfo.agg_addr_for_underlying).latestRoundData(),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::Timelock,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,Timelock,executeTransaction,0,,,,1854807c87636fd5,3,1,call,target.call{ value: value }(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::BuybackBooToken,DAPP,DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2,BuybackBooToken,buyback,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2/contracts/utils/BuybackBooToken.sol,L66,86a8633409717767,6,8,decimals|getAmountsOut|safeTransferFrom|approve|swapExactTokensForTokens|min|balanceOf|transfer,ERC20(_token).decimals(),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyUtils,DAPP,DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2,StrategyUtils,getAmountOut,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2/contracts/strategies/StrategyUtils.sol,L345,8f3650b4a5833422,1,1,getAmountsIn,"router.getAmountsIn(_amountOut, path)","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyUtils,DAPP,DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2,StrategyUtils,getTokenInTo,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2/contracts/strategies/StrategyUtils.sol,L395,32606e60342aa5e9,1,3,approve|balanceOf|swapExactTokensForTokens,"IERC20(_tokenIn).approve(address(router), uint256(-1))","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyMDex,DAPP,DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2,StrategyMDex,updatePool,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2/contracts/strategies/StrategyMDex.sol,L241,757935474b9a9867,3,5,onAcionUpdate|getAmountIn|getTokenIn|makeRefundFee|add,actionPool.onAcionUpdate(_pid),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a::PoolCommitter,DAPP,DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a,PoolCommitter,commit,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a/contracts/implementation/PoolCommitter.sol,L139-L181,28a40c7335286a7f,6,5,updateInterval|lastPriceTimestamp|frontRunningInterval|appropriateUpdateIntervalId|quoteTokenTransferFrom,pool.updateInterval(),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a::PoolCommitter,DAPP,DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a,PoolCommitter,claim,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a/contracts/implementation/PoolCommitter.sol,L187-L201,9e2ae59921012ce4,2,3,quoteTokenTransfer|poolTokenTransfer|poolTokenTransfer,"pool.quoteTokenTransfer(user, balance.settlementTokens)","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Inspex-WUSDMaster/WUSD-91c541c2f1c0ac781ddcfb2be6a62555a5e1e8d1::WUSDMaster,DAPP,DAppSCAN-source/contracts/Inspex-WUSDMaster/WUSD-91c541c2f1c0ac781ddcfb2be6a62555a5e1e8d1,WUSDMaster,stake,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Inspex-WUSDMaster/WUSD-91c541c2f1c0ac781ddcfb2be6a62555a5e1e8d1/WUSDMaster.sol,L703-728,03855200e555fca2,9,4,safeTransferFrom|safeTransfer|approve|swapExactTokensForTokensSupportingFeeOnTransferTokens,"usdt.safeTransferFrom(msg.sender, address(this), amount)","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::Router,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656,Router,route,0,,,,9f8d4670a62db8ac,1,1,call,target.call(data),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Inspex-CakeMaxi/bsc-alpaca-contract-20c4c545a0323b71d2969fd79db8316e60bc7d76::CakeMaxiWorker,DAPP,DAppSCAN-source/contracts/Inspex-CakeMaxi/bsc-alpaca-contract-20c4c545a0323b71d2969fd79db8316e60bc7d76,CakeMaxiWorker,reinvest,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Inspex-CakeMaxi/bsc-alpaca-contract-20c4c545a0323b71d2969fd79db8316e60bc7d76/CakeMaxiWorker.sol,L150-186,80c8dcb3b89147df,5,5,safeApprove|leaveStaking|safeTransfer|enterStaking|safeApprove,"farmingToken.safeApprove(address(masterChef), uint256(-1))","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,DAPP,DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee,PowerBombAvaxCurve,_harvest,0,,,,7bdf8533145d2d95,13,12,balanceOf|balanceOf|claim_rewards|balanceOf|balanceOf|withdraw|call|getRewardsBalance|claimRewards|safeTransfer|deposit|balanceOf,ibRewardToken.balanceOf(address(this)),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve33,DAPP,DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee,PowerBombAvaxCurve33,_harvest,0,,,,03de21b97b932764,8,7,claim_rewards|balanceOf|balanceOf|balanceOf|withdraw|call|safeTransfer,gauge.claim_rewards(),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::Timelock,DAPP,DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd,Timelock,executeTransaction,0,,,,9095de4a849ce0fb,3,1,call,target.call{value: value}(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LiabilityFactory,DAPP,DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498,LiabilityFactory,createLiability,0,,,,6416217ae3e4523f,4,15,call|askHash|call|bidHash|transferFrom|promisor|lighthouseFee|token|transferFrom|promisee|cost|validator|transferFrom|promisee|validatorFee,"liability.call(abi.encodePacked(bytes4(0x82fbaa25), _ask))",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::Timelock,DAPP,DAppSCAN-source/contracts/PeckShield-BabySwap/code,Timelock,executeTransaction,0,,,,1854807c87636fd5,3,1,call,target.call{value: value}(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::BabyPair,DAPP,DAppSCAN-source/contracts/PeckShield-BabySwap/code,BabyPair,_safeTransfer,0,,,,6d3c12de5636fd99,1,1,call,"token.call(abi.encodeWithSelector(SELECTOR, to, value))",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::MasterChefTimelock,DAPP,DAppSCAN-source/contracts/PeckShield-BabySwap/code,MasterChefTimelock,executeTransaction,0,,,,1854807c87636fd5,3,1,call,target.call{value: value}(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344::PrimitiveEngine,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344,PrimitiveEngine,allocate,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344/contracts/PrimitiveEngine.sol,L238 - L270,758fe25d6e9aeb06,4,3,allocate|withdraw|allocateCallback,"reserve.allocate(delRisky, delStable, delLiquidity, timestamp)","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
